"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","doJOZc","W4Efsd 7","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Ginec%C3%B3loga+Dra.+Anal%C3%ADa+Miele/data=!4m7!3m6!1s0x95a32f0b2ebf24db:0x4a752a8b440220cc!8m2!3d-34.7139403!4d-58.2733118!16s%2Fg%2F11pyzv82f9!19sChIJ2yS_Lgsvo5URzCACRIsqdUo?authuser=0&hl=es-419&rclk=1","Ginecóloga Dra. Analía Miele","","","Ginecólogo","·","Av. San Martín 112","·","Cerrado","⋅ Abre a las 5 p.m. del lun","011 5972-3095","https://ginecologa-dra-analia-miele.negocio.site/?utm_source=gmb&utm_medium=referral","","Sitio web","","Indicaciones","","","","","",""
"https://www.google.com/maps/place/Gineco+El+Daher/data=!4m7!3m6!1s0x95bcd38a7b84f435:0xfa51df1bd9b36ce1!8m2!3d-34.7941325!4d-58.3803359!16s%2Fg%2F11hdk_qt89!19sChIJNfSEe4rTvJUR4Wyz2RvfUfo?authuser=0&hl=es-419&rclk=1","Gineco El Daher","5.0","(1)","Médico","·","Jacinto Calvo 788","","","","","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Una persona con mucho conocimiento y muy  humana.""","",""
"https://www.google.com/maps/place/Instituto+Ghisoni/data=!4m7!3m6!1s0x95bcd2906f639463:0x319010aeee4cb125!8m2!3d-34.7537192!4d-58.403723!16s%2Fg%2F1tgcbq3p!19sChIJY5Rjb5DSvJURJbFM7q4QkDE?authuser=0&hl=es-419&rclk=1","Instituto Ghisoni","4.2","(92)","Ginecólogo","·","·","José Pereyra Lucena 575","Cerrado","⋅ Abre a las 10 a.m.","4292-2025","https://www.instagram.com/instituto_ghisoni?igsh=ODI5ejY1b3Q4NmZo","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Muy amables las secretarias, atención excelente!""","",""
"https://www.google.com/maps/place/BioIm%C3%A1genes+Centro+de+Diagn%C3%B3stico/data=!4m7!3m6!1s0x95bcccde92f4d4fb:0x1cb956189f83c5ec!8m2!3d-34.6959101!4d-58.390874!16s%2Fg%2F11b77hg7hb!19sChIJ-9T0kt7MvJUR7MWDnxhWuRw?authuser=0&hl=es-419&rclk=1","BioImágenes Centro de Diagnóstico","4.3","(2,022)","Centro de diagnóstico","·","·","Av. Hipólito Yrigoyen 3502","Cerrado","⋅ Abre a las 7 a.m.","011 5263-3220","http://www.bioimagenes.com.ar/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""El","obstetra","en gral bien, y asi con varios que me atendí."""
"https://www.google.com/maps/place/Paula+J+Fridman/data=!4m7!3m6!1s0x95a32e423aefc555:0x79b0b8c00c832dbd!8m2!3d-34.7261285!4d-58.2557216!16s%2Fg%2F1tqnmtjp!19sChIJVcXvOkIuo5URvS2DDMC4sHk?authuser=0&hl=es-419&rclk=1","Paula J Fridman","5.0","(6)","Médico","·","·","Gral. Paz 930","","","011 7503-4514","http://www.centromedicomf.com/","","Sitio web","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""EXCELENTE ATENCION, SUPER RECOMENDABLE""","",""
"https://www.google.com/maps/place/Centro+Ginecol%C3%B3gico+Dra.+Hruby/data=!4m7!3m6!1s0x95a32e3e5f1092f5:0x8a33b5a8666890ac!8m2!3d-34.7166868!4d-58.2547484!16s%2Fg%2F11c6cg1fbr!19sChIJ9ZIQXz4uo5URrJBoZqi1M4o?authuser=0&hl=es-419&rclk=1","Centro Ginecológico Dra. Hruby","3.8","(42)","Médico","·","·","Gral. Paz 402","Cerrado","⋅ Abre a las 9 a.m.","011 3183-7460","http://www.centromedicohruby.com/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""La Dra.Hruby es excelente , recomendadisima!""","",""
"https://www.google.com/maps/place/Dra.di+Constanzo,ana+Maria/data=!4m7!3m6!1s0x95bccd164c971825:0xf2eb1c292deb65d3!8m2!3d-34.7138693!4d-58.3962583!16s%2Fg%2F1thzv_0f!19sChIJJRiXTBbNvJUR02XrLSkc6_I?authuser=0&hl=es-419&rclk=1","Dra.di Constanzo,ana Maria","2.5","(11)","Médico","·","Ministro Brin 3569","","","","011 4241-1588","","","Indicaciones","","","","","","","",""
"https://www.google.com/maps/place/Consultorio+Humphreys+Vallone/data=!4m7!3m6!1s0x95bcd391242bb775:0x85e289f5153493eb!8m2!3d-34.776559!4d-58.3973897!16s%2Fg%2F11hmxn6bnw!19sChIJdbcrJJHTvJUR65M0FfWJ4oU?authuser=0&hl=es-419&rclk=1","Consultorio Humphreys Vallone","4.5","(10)","Ginecólogo","·","Av. Meeks 1313 depto 4","·","Cerrado","⋅ Abre a las 3 p.m. del lun","011 4244-3486","http://andreshumphreys.com/","","Sitio web","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Muy detallista en el análisis de cada estudio.""","",""
"https://www.google.com/maps/place/Cl%C3%ADnica+Nuestra+Se%C3%B1ora+de+la+Dulce+Espera/data=!4m7!3m6!1s0x95a33321ca783441:0x41bcd21d22a3a564!8m2!3d-34.6853314!4d-58.3503313!16s%2Fg%2F11bbrkcczz!19sChIJQTR4yiEzo5URZKWjIh3SvEE?authuser=0&hl=es-419&rclk=1","Clínica Nuestra Señora de la Dulce Espera","2.8","(251)","Clínica ambulatoria","·","·","Gral Ferré 521","Abierto las 24 horas","","011 4205-7100","http://www.clinicadulceespera.com/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente atención muy linda clínica muy recomendable""","",""
"https://www.google.com/maps/place/Beker+Adriana+G/data=!4m7!3m6!1s0x95bcd33f6e2e6f33:0xb541d46f2367645c!8m2!3d-34.7950067!4d-58.3831221!16s%2Fg%2F11bbrnp4m3!19sChIJM28ubj_TvJURXGRnI2_UQbU?authuser=0&hl=es-419&rclk=1","Beker Adriana G","5.0","(8)","Ginecólogo","·","·","Cerrado","⋅ Abre a la 1 p.m. del mar","La Rosa 703","011 4293-8310","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Comenze con la Dra en el año 2013,la mejor !excelente profesional.""","",""
"https://www.google.com/maps/place/Maiarota+Iliana/data=!4m7!3m6!1s0x95a3339a3ff18de7:0x306f6057599920ba!8m2!3d-34.7150536!4d-58.3299868!16s%2Fg%2F11tn6n0pq0!19sChIJ543xP5ozo5URuiCZWVdgbzA?authuser=0&hl=es-419&rclk=1","Maiarota Iliana","5.0","(3)","Heredia 6223","","·","Cerrado","⋅ Abre a las 9 a.m.","","011 6438-6105","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente mastologa.""","",""
"https://www.google.com/maps/place/Consultorios+San+Martin+CEM/data=!4m7!3m6!1s0x95a32e1a8052f381:0xe27e5e9b0a6623e0!8m2!3d-34.7130658!4d-58.266459!16s%2Fg%2F11bbrnrbcr!19sChIJgfNSgBouo5UR4CNmCptefuI?authuser=0&hl=es-419&rclk=1","Consultorios San Martin CEM","4.6","(369)","Médico","·","·","Cerrado","⋅ Abre a las 8 a.m.","San Martín 14","011 2093-6632","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""La mejor","obstetra","esta ahí, Natalia y el mejor ecografo Dr Gori."""
"https://www.google.com/maps/place/Sanatorio+Modelo+Quilmes/data=!4m7!3m6!1s0x95a32e0f2d1da171:0xaacc126a6666dc31!8m2!3d-34.7189439!4d-58.2737229!16s%2Fg%2F11bwyvhn4b!19sChIJcaEdLQ8uo5URMdxmZmoSzKo?authuser=0&hl=es-419&rclk=1","Sanatorio Modelo Quilmes","2.7","(1,356)","Médico","·","·","Andrés Baranda 282","Abierto las 24 horas","","011 4350-3800","http://www.sanatoriomodeloquilmes.com/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Gran centro médico con internacion, guardia y consultorios externos.""","",""
"https://www.google.com/maps/place/Ecografia+Norte/data=!4m7!3m6!1s0x95a32e41da72b88f:0x2f9a341901b47338!8m2!3d-34.7239305!4d-58.2573762!16s%2Fg%2F113f5n6qb!19sChIJj7hy2kEuo5UROHO0ARk0mi8?authuser=0&hl=es-419&rclk=1","Ecografia Norte","4.4","(31)","Ginecólogo","·","Moreno 685 1° Piso, Oficina 3","·","Cerrado","⋅ Abre a las 8 a.m. del sáb","011 6663-5701","https://www.ecografianorte.com.ar/","","Sitio web","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente la recepcionista y el ginecólogo/","obstetra","."""
"https://www.google.com/maps/place/Cl%C3%ADnica+de+la+mujer/data=!4m7!3m6!1s0x95bccdaf48787d7d:0x9134debd3e7fdbe4!8m2!3d-34.7078736!4d-58.3929233!16s%2Fg%2F11qbt7pzgq!19sChIJfX14SK_NvJUR5Nt_Pr3eNJE?authuser=0&hl=es-419&rclk=1","Clínica de la mujer","2.8","(4)","Ginecólogo","·","Lanús Oeste, E. Del Valle Iberlucea 2998 primer piso B","·","Cerrado","⋅ Abre a las 9 a.m.","011 5926-9799","http://clnicaabortobuenosaires.blogspot.com/2016/10/clinica-aborto-buenos-aires-donde-puedo_12.html?m=1","","Sitio web","","Indicaciones","","","","","",""
"https://www.google.com/maps/place/Blancofrancisco/data=!4m7!3m6!1s0x95bcd2cf5b5c90b7:0xb7ce8ee39ac4d3d5!8m2!3d-34.7618812!4d-58.3804098!16s%2Fg%2F11bbrh55m4!19sChIJt5BcW8_SvJUR1dPEmuOOzrc?authuser=0&hl=es-419&rclk=1","Blancofrancisco","3.7","(3)","Ginecólogo","·","Juncal 1561","","","","011 4243-9847","","","Indicaciones","","","","","","","",""
"https://www.google.com/maps/place/Consultorio+de+Cardiolog%C3%ACa+Dr+Robledo+Daniel+y+Ginecologia+Dra+Ferreri+Andrea/data=!4m7!3m6!1s0x95bcd33b1790739f:0xd02f1138decf7c89!8m2!3d-34.7612056!4d-58.4086536!16s%2Fg%2F11skzrpljj!19sChIJn3OQFzvTvJURiXzP3jgRL9A?authuser=0&hl=es-419&rclk=1","Consultorio de Cardiologìa Dr Robledo Daniel y Ginecologia Dra Ferreri Andrea","5.0","(6)","Oficina médica","·","Monseñor Piaggio 120","·","Cerrado","⋅ Abre a las 12:30 p.m.","4292-0979","http://dresferrerirobledo.drapp.com.ar/","","Sitio web","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelentes,  tanto como profesionales y calidad humana""","",""
"https://www.google.com/maps/place/Bagnati+Diego+Nicolas/data=!4m7!3m6!1s0x95a32ee0cf23f29b:0x645402d3504110c4!8m2!3d-34.7540321!4d-58.2400314!16s%2Fg%2F1wv_td29!19sChIJm_Ijz-Auo5URxBBBUNMCVGQ?authuser=0&hl=es-419&rclk=1","Bagnati Diego Nicolas","4.7","(3)","Ginecólogo","·","Carpintero 5195","","","","011 4216-5036","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ranelagh Hermoso Lugar""","",""
"https://www.google.com/maps/place/Dra.+Olga+Maria+Capizzi,+Ginec%C3%B3logo/data=!4m7!3m6!1s0x95bcd3754814e7f3:0xe47ba844d41c1632!8m2!3d-34.7642282!4d-58.4047184!16s%2Fg%2F11hfnpj5fy!19sChIJ8-cUSHXTvJURMhYc1ESoe-Q?authuser=0&hl=es-419&rclk=1","Dra. Olga Maria Capizzi, Ginecólogo","3.7","(3)","Ginecólogo","·","Sarmiento 332","·","Cerrado","⋅ Abre a las 4 p.m. del mié","011 7524-8714","https://www.doctoraliar.com/olga-maria-capizzi/ginecologo-medico-estetico/lomas-de-zamora?utm_source=google&utm_medium=gmb&utm_campaign=99241&utm_content=website","","Sitio web","","Indicaciones","","","","","",""
"https://www.google.com/maps/place/CONSULTORIO+M%C3%89DICO+Alda+Lucia/data=!4m7!3m6!1s0x95bccd3b568425e7:0xb594ad09c6cc83d4!8m2!3d-34.7093361!4d-58.3886715!16s%2Fg%2F11b6_v8vtq!19sChIJ5yWEVjvNvJUR1IPMxgmtlLU?authuser=0&hl=es-419&rclk=1","CONSULTORIO MÉDICO Alda Lucia","","","Comadrona","·","Gral. Bernardo O'Higgins 2041","","","","011 4241-3805","","","Indicaciones","","","","","","","",""
"https://www.google.com/maps/place/ViaSano+Salud/data=!4m7!3m6!1s0x95bcd18b4ccca465:0xbe722937a628306c!8m2!3d-34.81554!4d-58.466728!16s%2Fg%2F11svwgdlrq!19sChIJZaTMTIvRvJURbDAopjcpcr4?authuser=0&hl=es-419&rclk=1","ViaSano Salud","3.0","(3)","Centro médico","·","121 Hipólito Yrigoyen","Cerrado","⋅ Abre a las 9 a.m.","·","0810-362-0777","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwj38qjfn6-PAxV9T0gAHXMlO44YABAAGgJjZQ&co=1&ase=2&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt6CIhePOkG3Wft2a6fhvhHKImB7Ocmz75tUj7PXGrG0wvOVoxX3KYgaAk9REALw_wcB&ohost=www.google.com&cid=CAESuAHg9hCXW0hgSv1p7NYA9-1KzLlRX_JISVskzEt86OSG14z56taE0QBe5QbTZ-7s9-T4lMbTqpvvHUmlUh-WLHJT9vShD29Vay5xj0kv_CE4XU8ni_kyb-Zo6o-zzf0uz2ulaLT5OgdARqUbig66y_YcPmge6g-5Fwi2XxLcMjG6bhIj1J1HAN_KsD9fA1-HwUiAA6MeOSWEsDixpI4jRgQoos3vjkyn--6mgiaDJ8JV3PXHIXzT7hIg&category=acrcp_v1_40&sig=AOD64_33fPXqyDOPHG2AeASqDcOvt_IiTA&adurl&q&ctype=99&nis=6","","Sitio web","","Indicaciones","","","","","",""
"https://www.google.com/maps/place/EL+ALPHA/data=!4m7!3m6!1s0x95bcd541047a39dd:0x3b99b3f5907fc890!8m2!3d-34.883912!4d-58.3832233!16s%2Fg%2F11s2j0dmqn!19sChIJ3Tl6BEHVvJURkMh_kPWzmTs?authuser=0&hl=es-419&rclk=1","EL ALPHA","5.0","(1)","Ginecólogo","·","Jorge Newbery 2776","Abierto las 24 horas","","","","","","Indicaciones","","","","","","","",""
"https://www.google.com/maps/place/Pablo+Silva:+endometriosis/data=!4m7!3m6!1s0x95bcd55bba3cddb5:0x747624354389f600!8m2!3d-34.8890326!4d-58.3813772!16s%2Fg%2F11bbrhj045!19sChIJtd08ulvVvJURAPaJQzUkdnQ?authuser=0&hl=es-419&rclk=1","Pablo Silva: endometriosis","4.0","(20)","Ginecólogo","·","Av. Almafuerte 135","·","Cerrado","⋅ Abre a las 9 a.m.","011 15-5025-9528","http://www.drpablosilva.com/","","Sitio web","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Es el mejor ginecólogo que podes encontrar.""","",""
"https://www.google.com/maps/place/Centro+M%C3%A9dico+Boccuzzi/data=!4m7!3m6!1s0x95a3296169a0bb2f:0x2a4c9c5a4b811d25!8m2!3d-34.8101479!4d-58.2763821!16s%2Fg%2F11h9rsydhr!19sChIJL7ugaWEpo5URJR2BS1qcTCo?authuser=0&hl=es-419&rclk=1","Centro Médico Boccuzzi","4.1","(56)","Médico","·","·","ISA, Dr. Nicolás Boccuzzi 91","Cerrado","⋅ Abre a las 9 a.m.","011 3185-7357","https://www.facebook.com/cmboccuzzi","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Las ecografías para los papás siempre deberian ser momentos lindos.""","",""
"https://www.google.com/maps/place/Hospital+Dr.+Arturo+O%C3%B1ativia/data=!4m7!3m6!1s0x95a32cc104c52ee3:0x6e850ceb78e6eba5!8m2!3d-34.7845258!4d-58.3522607!16s%2Fg%2F1tf49b3d!19sChIJ4y7FBMEso5URpevmeOsMhW4?authuser=0&hl=es-419&rclk=1","Hospital Dr. Arturo Oñativia","3.6","(460)","Médico","·","·","Dr. Ramón Carrillo 1339","Abierto las 24 horas","","011 4219-5040","https://www.gba.gob.ar/content/regi%C3%B3n_sanitaria_vi_13","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Deberían cobrar la consulta con el tipo de gente que tienen que atender.""","",""
"https://www.google.com/maps/place/Dr.+Zurdo,+Cesar/data=!4m7!3m6!1s0x95a3297ad6c8ac9d:0xf87d3c6b1fbb40ff!8m2!3d-34.8149389!4d-58.2716103!16s%2Fg%2F11j4sw3nds!19sChIJnazI1nopo5UR_0C7H2s8ffg?authuser=0&hl=es-419&rclk=1","Dr. Zurdo, Cesar","1.0","(1)","Ginecólogo","·","Gral. Juan M. de Pueyrredón 396","","","","","","","Indicaciones","","","","","","","",""
"https://www.google.com/maps/place/Consultorio+M%C3%A9dico+Vicente+L%C3%B3pez/data=!4m7!3m6!1s0x95a32964f377d193:0xa052ad37125e2d7e!8m2!3d-34.812684!4d-58.2732467!16s%2Fg%2F11bx1s_pbp!19sChIJk9F382Qpo5URfi1eEjetUqA?authuser=0&hl=es-419&rclk=1","Consultorio Médico Vicente López","4.0","(35)","Médico","·","·","Cerrado","⋅ Abre a las 9 a.m.","B1888IXE, Vicente López y Planes 268","011 4237-5140","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Buena atención .amabilidad y excelentes profecionales""","",""
"https://www.google.com/maps/place/Consultorios+M%C3%A9dicos+MARCONI/data=!4m7!3m6!1s0x95a3296899cdaebb:0xbf5b9fc02669d646!8m2!3d-34.8071716!4d-58.2684467!16s%2Fg%2F11bxd_rswx!19sChIJu67NmWgpo5URRtZpJsCfW78?authuser=0&hl=es-419&rclk=1","Consultorios Médicos MARCONI","4.3","(357)","Médico","·","·","Cerrado","⋅ Abre a las 8 a.m.","B1888ECP, José Enrique Rodó 3074","011 5010-6634","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente atención la que brinda la pediatra Andrea Molina""","",""
"https://www.google.com/maps/place/Salin+Salud+Integral/data=!4m7!3m6!1s0x95a32f3454f9d0ed:0xb856e7b0bebdcc87!8m2!3d-34.7655853!4d-58.215101!16s%2Fg%2F11fmz1mmsy!19sChIJ7dD5VDQvo5URh8y9vrDnVrg?authuser=0&hl=es-419&rclk=1","Salin Salud Integral","4.5","(42)","Oficina médica","·","·","","","C. 142 1453","011 2099-2778","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Muy buena atención en recepción y el pedido de turnos por Whatsapp.""","",""
"https://www.google.com/maps/place/Victor+Alejandro+Rajoy/data=!4m7!3m6!1s0x95a32c02a4dcc6d3:0xb638c56a469f573b!8m2!3d-34.7781991!4d-58.281153!16s%2Fg%2F11bbrj719k!19sChIJ08bcpAIso5URO1efRmrFOLY?authuser=0&hl=es-419&rclk=1","Victor Alejandro Rajoy","3.2","(5)","Jorge Washington 331","","","","","","011 4287-2568","","","Indicaciones","","","","","","","",""
"https://www.google.com/maps/place/Hospital+Sub-Zonal+Materno+Infantil+Dr.+Eduardo+Oller/data=!4m7!3m6!1s0x95a32c6bb2d08047:0x14f55f508a7f5f30!8m2!3d-34.7775502!4d-58.3069217!16s%2Fg%2F1thvtwh3!19sChIJR4DQsmsso5URMF9_ilBf9RQ?authuser=0&hl=es-419&rclk=1","Hospital Sub-Zonal Materno Infantil Dr. Eduardo Oller","3.9","(292)","Médico","·","·","Av. 844 2100","Abierto las 24 horas","","011 4212-2976","http://www.quilmes.gov.ar/ciudad/salud.php","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fuimos a guardia pediátrica y de adultos.""","",""
"https://www.google.com/maps/place/Consultorio+Belgrano/data=!4m7!3m6!1s0x95a329346dda1fb7:0x9d283958114e548a!8m2!3d-34.8162835!4d-58.2740044!16s%2Fg%2F1tkrmzp1!19sChIJtx_abTQpo5URilROEVg5KJ0?authuser=0&hl=es-419&rclk=1","Consultorio Belgrano","3.9","(78)","Médico","·","·","Cerrado","⋅ Abre a las 9 a.m.","EOH, Gral. Belgrano 563","011 4237-0879","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Muy buena atención y tiene varios especialistas .y eso es bueno""","",""
"https://www.google.com/maps/place/Cl%C3%ADnica+Passo+S.A./data=!4m7!3m6!1s0x95a32d2ff93942ff:0x517411bc8da89553!8m2!3d-34.7612641!4d-58.360636!16s%2Fg%2F11b7q9k8sr!19sChIJ_0I5-S8to5URU5WojbwRdFE?authuser=0&hl=es-419&rclk=1","Clínica Passo S.A.","3.0","(165)","Médico","·","·","Av. Eva Perón 3097","Abierto las 24 horas","","011 4264-0056","http://damobella.com.ar/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente atención y eficiente compromiso""","",""
"https://www.google.com/maps/place/Centro+M%C3%A9dico+Monteagudo/data=!4m7!3m6!1s0x95a3295dd551c88b:0xdc7b602cee9bff8e!8m2!3d-34.8030663!4d-58.2747113!16s%2Fg%2F11bymwtqgb!19sChIJi8hR1V0po5URjv-b7ixge9w?authuser=0&hl=es-419&rclk=1","Centro Médico Monteagudo","3.9","(246)","Centro médico","·","·","Bernardo de Monteagudo 2632","Cerrado","⋅ Abre a las 9 a.m.","011 6354-9122","https://www.centromedicomonteagudo.com/ubicacion.html","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Muy amables las chicas de recepción muy buen recibimiento genias""","",""
"https://www.google.com/maps/place/ViaSano+Salud/data=!4m7!3m6!1s0x95bcd18b4ccca465:0xbe722937a628306c!8m2!3d-34.81554!4d-58.466728!16s%2Fg%2F11svwgdlrq!19sChIJZaTMTIvRvJURbDAopjcpcr4?authuser=0&hl=es-419&rclk=1","ViaSano Salud","3.0","(3)","Centro médico","·","121 Hipólito Yrigoyen","Cerrado","⋅ Abre a las 9 a.m.","·","0810-362-0777","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjP6qvon6-PAxUbX0gAHWxAC3IYABAAGgJjZQ&co=1&ase=2&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt5YS8jUFDOGiQ57m633h4b9-4oJKDvZhMjcHsuC67IHCQ7EDiLHHuAaAg4oEALw_wcB&ohost=www.google.com&cid=CAESuAHg9qgZGhCIt0GVSVo4zJLBCei0TwPeT0of77_CbbX81OahsMCVIOOBc6oJxggMc5RB5kz6ZkZAx6bC6eT35xHwaTTI6DRhSKomdgrNljlyzN04Ww1GPu6ml90nUb7E0EZjwuWuhuTmpu5ya2kg1aecgppsHGTWK2ZvwOdbLsiMFJZwJB_c7AxBNDK0I4WFhDezK3ot_nCw7wOfRd8tmpa1CfR5eA0ZOUE1-e9ho76dh2qPJPGchqjO&category=acrcp_v1_40&sig=AOD64_1DP7g5_01BrJWkK5OEtyKgxIdQjQ&adurl&q&ctype=99&nis=6","","Sitio web","","Indicaciones","","","","","",""
"https://www.google.com/maps/place/Centro+Medico+San+Martin/data=!4m7!3m6!1s0x95a32962555ab7bd:0x3bba2d37aba4c1fa!8m2!3d-34.806584!4d-58.277799!16s%2Fg%2F11bc7fl8zp!19sChIJvbdaVWIpo5UR-sGkqzctujs?authuser=0&hl=es-419&rclk=1","Centro Medico San Martin","3.4","(12)","Asesor médico","·","·","","","Av. Gral. José de San Martín 2956","011 2824-0181","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""es para q m cargue la medicación.""","",""
"https://www.google.com/maps/place/Lic.Obst+Arregui+Marisa/data=!4m7!3m6!1s0x95a32901336d4877:0xd13e37e2dd51246e!8m2!3d-34.782134!4d-58.2126528!16s%2Fg%2F11r_ff8y2s!19sChIJd0htMwEpo5URbiRR3eI3PtE?authuser=0&hl=es-419&rclk=1","Lic.Obst Arregui Marisa","","","Comadrona","·","C. 28 y 135","Cerrado","⋅ Abre a las 8 a.m.","","","","","Indicaciones","","","","","","","",""
"https://www.google.com/maps/place/Consultorio+Medicos+Comunitarios/data=!4m7!3m6!1s0x95a329659194c5b9:0x5aeb7f1c8fef8c0c!8m2!3d-34.8102849!4d-58.2696713!16s%2Fg%2F11g698lm15!19sChIJucWUkWUpo5URDIzvjxx_61o?authuser=0&hl=es-419&rclk=1","Consultorio Medicos Comunitarios","3.5","(102)","Médico","·","·","Cerrado","⋅ Abre a las 8 a.m.","Cnel. Pringles y","011 4255-0357","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Capaz recepción un poco lenta pero recomiendo el lugar.👍🏻""","",""
"https://www.google.com/maps/place/Hospital+Evita+Pueblo/data=!4m7!3m6!1s0x95a328c753b58bf5:0xde8790e34d215b56!8m2!3d-34.7828702!4d-58.2109413!16s%2Fg%2F1tg8kxk8!19sChIJ9Yu1U8coo5URVlshTeOQh94?authuser=0&hl=es-419&rclk=1","Hospital Evita Pueblo","3.5","(670)","Médico","·","·","C. 136 2905","Abierto las 24 horas","","011 4223-2992","https://www.ms.gba.gov.ar/sitios/hevitapueblo/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente servicio en especial traumatología""","",""
"https://www.google.com/maps/place/Instituto+Dr+Beker/data=!4m7!3m6!1s0x95bcd3382ebb5835:0xf90e3ce68ab876b7!8m2!3d-34.7949879!4d-58.3832478!16s%2Fg%2F1tj472q1!19sChIJNVi7LjjTvJURt3a4iuY8Dvk?authuser=0&hl=es-419&rclk=1","Instituto Dr Beker","4.6","(32)","Clínica del dolor","·","·","La Rosa 703","Cerrado","⋅ Abre a las 2 p.m.","011 4293-2100","http://www.institutobeker.com/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente tratamiento muy buen profecional  muy recomendable""","",""
"https://www.google.com/maps/place/Libertador+Salud+Conasistir/data=!4m7!3m6!1s0x95a32cfe1ce5afa3:0xd25195345332eeb4!8m2!3d-34.762572!4d-58.3308591!16s%2Fg%2F11c53rr3nx!19sChIJo6_lHP4so5URtO4yUzSVUdI?authuser=0&hl=es-419&rclk=1","Libertador Salud Conasistir","4.3","(438)","Asociación u organización","·","·","Av. Tte. Gral. Donato Álvarez 1430","Cerrado","⋅ Abre a las 9 a.m.","","http://www.libertadorsalud.com/","","Sitio web","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente atención, turnos super rápidos en todas las especialidades.""","",""
"https://www.google.com/maps/place/Rodrigues+Dos+Santos+Carlos/data=!4m7!3m6!1s0x95a3295dfa62a569:0xfff4694de2a5a5dc!8m2!3d-34.80488!4d-58.2741086!16s%2Fg%2F1vpq81rk!19sChIJaaVi-l0po5UR3KWl4k1p9P8?authuser=0&hl=es-419&rclk=1","Rodrigues Dos Santos Carlos","4.8","(6)","Médico","·","·","","","IIE, Juan de la Cruz Contreras 241","011 4287-1828","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Exelente profesional,humano y amoroso.""","",""
